Character Name,Dialogue,lines
Harry Potter,You wait here and try and shift some of this rock so we can get back through. I'll go on and find Ginny!,Harry Potter: You wait here and try and shift some of this rock so we can get back through. I'll go on and find Ginny!
Ron Weasley,OK.,Ron Weasley: OK.
Harry Potter,Hesha- Hassah.,Harry Potter: Hesha- Hassah.
Tom Riddle,She won't wake.,Tom Riddle: She won't wake.
Harry Potter,Are you a ghost?,Harry Potter: Are you a ghost?
Tom Riddle,It won't come until it's called.,Tom Riddle: It won't come until it's called.
Tom Riddle,You won't be needing it.,Tom Riddle: You won't be needing it.
Harry Potter,No. She couldn't. She wouldn't!,Harry Potter: No. She couldn't. She wouldn't!
Harry Potter,But why?,Harry Potter: But why?
Tom Riddle,It was my word against Hagrid's. Only Dumbledore seemed to think he was innocent.,Tom Riddle: It was my word against Hagrid's. Only Dumbledore seemed to think he was innocent.
Harry Potter,I'll bet Dumbledore saw right through you.,Harry Potter: I'll bet Dumbledore saw right through you.
Harry Potter,Why do you care how I escaped? Voldemort was after your time.,Harry Potter: Why do you care how I escaped? Voldemort was after your time.
Harry Potter,You! You're the Heir of Slytherin. You're Voldemort.,Harry Potter: You! You're the Heir of Slytherin. You're Voldemort.
Harry Potter,Albus Dumbledore is the greatest sorcerer in the world!,Harry Potter: Albus Dumbledore is the greatest sorcerer in the world!
Tom Riddle,Dumbledore's been driven out of this castle by the mere memory of me!,Tom Riddle: Dumbledore's been driven out of this castle by the mere memory of me!
Harry Potter,He'll never be gone! Not as long as those who remain are loyal to him! Fawkes?,Harry Potter: He'll never be gone! Not as long as those who remain are loyal to him! Fawkes?
Harry Potter,Ginny-,Harry Potter: Ginny-
Harry Potter,Ginny,Harry Potter: Ginny
Gilderoy Lockhart,Amazing! This is just like magic!,Gilderoy Lockhart: Amazing! This is just like magic!
Albus Dumbledore,And there is sufficient evidence to have you both expelled.,Albus Dumbledore: And there is sufficient evidence to have you both expelled.
Harry Potter,Voldemort transferred some of his powers to me?,Harry Potter: Voldemort transferred some of his powers to me?
Harry Potter,So the Sorting Hat was right! I should be in Slytherin.,Harry Potter: So the Sorting Hat was right! I should be in Slytherin.
Harry Potter,Because I asked it to.,Harry Potter: Because I asked it to.
Harry Potter,Godric Gryffindor.,Harry Potter: Godric Gryffindor.
Albus Dumbledore,Ah- it would take a true Gryffindor to pull that out of the hat.,Albus Dumbledore: Ah- it would take a true Gryffindor to pull that out of the hat.
Harry Potter,Dobby! So this is your master! The family you serve is the Malfoys,Harry Potter: Dobby! So this is your master! The family you serve is the Malfoys
Dobby,Um-humm,Dobby: Um-humm
Lucius Malfoy,Ridiculous!,Lucius Malfoy: Ridiculous!
Lucius Malfoy,How dare you?!,Lucius Malfoy: How dare you?!
Albus Dumbledore,I beg your pardon?,Albus Dumbledore: I beg your pardon?
Lucius Malfoy,And? Who was it?,Lucius Malfoy: And? Who was it?
Albus Dumbledore,Voldemort.,Albus Dumbledore: Voldemort.
Lucius Malfoy,Ah!,Lucius Malfoy: Ah!
Lucius Malfoy,I see.,Lucius Malfoy: I see.
Harry Potter,Don't worry. I will be.,Harry Potter: Don't worry. I will be.
Dobby,Ahh! Oow!,Dobby: Ahh! Oow!
Harry Potter,Mr. Malfoy! Mr. Malfoy! I have something of yours.,Harry Potter: Mr. Malfoy! Mr. Malfoy! I have something of yours.
Lucius Malfoy,Mine? I don't know what you're talking about.,Lucius Malfoy: Mine? I don't know what you're talking about.
Harry Potter,Open it.,Harry Potter: Open it.
Lucius Malfoy,Dobby?,Lucius Malfoy: Dobby?
Dobby,Master has given Dobby a sock!,Dobby: Master has given Dobby a sock!
Lucius Malfoy,What? I didn't give.,Lucius Malfoy: What? I didn't give.
Dobby,Master has presented Dobby with clothes! Dobby is free!,Dobby: Master has presented Dobby with clothes! Dobby is free!
Lucius Malfoy,You've lost me my servant!,Lucius Malfoy: You've lost me my servant!
Dobby,You shall not harm Harry Potter!,Dobby: You shall not harm Harry Potter!
Lucius Malfoy,Advada.,Lucius Malfoy: Advada.
Dobby,Harry Potter freed Dobby! How can Dobby ever repay him?,Dobby: Harry Potter freed Dobby! How can Dobby ever repay him?
Harry Potter,Just promise me something.,Harry Potter: Just promise me something.
Harry Potter,Never try to save my life again.,Harry Potter: Never try to save my life again.
Nearly Headless Nick,Thank you!,Nearly Headless Nick: Thank you!
Nearly Headless Nick,Good evening!,Nearly Headless Nick: Good evening!
Nearly Headless Nick,Thank you! Hello! Hermione! Welcome back!,Nearly Headless Nick: Thank you! Hello! Hermione! Welcome back!
Neville Longbottom,Harry- it's Hermione!,Neville Longbottom: Harry- it's Hermione!
Hermione Granger,It's good to be back! Congratulations! I can't believe you solved it!,Hermione Granger: It's good to be back! Congratulations! I can't believe you solved it!
Hermione Granger,Thanks.,Hermione Granger: Thanks.
Rubeus Hagrid,Oh!,Rubeus Hagrid: Oh!
Students,Yeah! Yeah!,Students: Yeah! Yeah!
Harry Potter,Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima!,Harry Potter: Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima!
Vernon Dursley,What is it?,Vernon Dursley: What is it?
Harry Potter,Nothing. School stuff.,Harry Potter: Nothing. School stuff.
Harry Potter,I will if she does.,Harry Potter: I will if she does.
Harry Potter,Yes.,Harry Potter: Yes.
Vernon Dursley,Take Marge's suitcase upstairs!,Vernon Dursley: Take Marge's suitcase upstairs!
Harry Potter,Okay.,Harry Potter: Okay.
Vernon Dursley,St. Brutus'. It's a fine institution for hopeless cases.,Vernon Dursley: St. Brutus'. It's a fine institution for hopeless cases.
Petunia Dursley,Nothing. He didn't work. He was unemployed.,Petunia Dursley: Nothing. He didn't work. He was unemployed.
Harry Potter,That's a lie!,Harry Potter: That's a lie!
Marge Dursley,What did you say?,Marge Dursley: What did you say?
Harry Potter,My dad wasn't a drunk!,Harry Potter: My dad wasn't a drunk!
Vernon Dursley,I think it's time you went to bed.,Vernon Dursley: I think it's time you went to bed.
Harry Potter,Shut up! Shut up!,Harry Potter: Shut up! Shut up!
Marge Dursley,Don't you dare!,Marge Dursley: Don't you dare!
Vernon Dursley,Sorry!,Vernon Dursley: Sorry!
Harry Potter,No! She deserved what she got! Keep away from me.,Harry Potter: No! She deserved what she got! Keep away from me.
Vernon Dursley,You're not allowed to do magic outside school.,Vernon Dursley: You're not allowed to do magic outside school.
Harry Potter,Yeah? Try me.,Harry Potter: Yeah? Try me.
Vernon Dursley,They won't let you back now. You've nowhere to go.,Vernon Dursley: They won't let you back now. You've nowhere to go.
Harry Potter,I don't care. Anywhere's better than here.,Harry Potter: I don't care. Anywhere's better than here.
Harry Potter,I fell over.,Harry Potter: I fell over.
Stanley Shunpike,What you fall over for?,Stanley Shunpike: What you fall over for?
Harry Potter,I didn't do it on purpose.,Harry Potter: I didn't do it on purpose.
Harry Potter,Nothing.,Harry Potter: Nothing.
Stanley Shunpike,What did you say your name was again?,Stanley Shunpike: What did you say your name was again?
Harry Potter,I didn't.,Harry Potter: I didn't.
Stanley Shunpike,Whereabouts are you headed?,Stanley Shunpike: Whereabouts are you headed?
Harry Potter,The Leaky Cauldron. That's in London.,Harry Potter: The Leaky Cauldron. That's in London.
Stanley Shunpike,You heard that Ern? The Leaky Cauldron. That's in London.,Stanley Shunpike: You heard that Ern? The Leaky Cauldron. That's in London.
Station guard,The Leaky Cauldron. If you have pea soup... make sure you eat it before it eats you.,Station guard: The Leaky Cauldron. If you have pea soup... make sure you eat it before it eats you.
Harry Potter,But the Muggles. Can't they see us?,Harry Potter: But the Muggles. Can't they see us?
Harry Potter,Who is that? That man.,Harry Potter: Who is that? That man.
Harry Potter,How did he escape?,Harry Potter: How did he escape?
Harry Potter,Yeah. Him I've heard of.,Harry Potter: Yeah. Him I've heard of.
Tom,: Room 11.,Tom: : Room 11.
Harry Potter,Hedwig.,Harry Potter: Hedwig.
Tom,: Pea soup?,Tom: : Pea soup?
Cornelius Fudge,Yes?,Cornelius Fudge: Yes?
Harry Potter,I don't understand.,Harry Potter: I don't understand.
Cornelius Fudge,Understand?,Cornelius Fudge: Understand?
Harry Potter,I broke the law. Underage wizards can't use magic at home.,Harry Potter: I broke the law. Underage wizards can't use magic at home.
Cornelius Fudge,We have a killer on the loose.,Cornelius Fudge: We have a killer on the loose.
Harry Potter,Hedwig.,Harry Potter: Hedwig.
Pixie,Housekeeping. I'll come back later.,Pixie: Housekeeping. I'll come back later.
Ron Weasley,A cat? Is that what they told you? Looks more like a pig with hair.,Ron Weasley: A cat? Is that what they told you? Looks more like a pig with hair.
Ron Weasley,Harry.,Ron Weasley: Harry.
Hermione Granger,Harry.,Hermione Granger: Harry.
Harry Potter,Egypt. What's it like?,Harry Potter: Egypt. What's it like?
Hermione Granger,You know the Egyptians used to worship cats?,Hermione Granger: You know the Egyptians used to worship cats?
Ron Weasley,Along with the dung beetle.,Ron Weasley: Along with the dung beetle.
Fred Weasley,Not flashing that clipping again are you Ron?,Fred Weasley: Not flashing that clipping again are you Ron?
George Weasley,Not flashing that clipping again are you Ron?,George Weasley: Not flashing that clipping again are you Ron?
Ron Weasley,I haven't shown anyone.,Ron Weasley: I haven't shown anyone.
Molly Weasley,Harry.,Molly Weasley: Harry.
Harry Potter,Mrs. Weasley.,Harry Potter: Mrs. Weasley.
Harry Potter,Good to see you.,Harry Potter: Good to see you.
Molly Weasley,You got everything you need?,Molly Weasley: You got everything you need?
Harry Potter,Yes.,Harry Potter: Yes.
Molly Weasley,Yes? All of your books?,Molly Weasley: Yes? All of your books?
Molly Weasley,All of your clothes?,Molly Weasley: All of your clothes?
Harry Potter,Everything's there.,Harry Potter: Everything's there.
Molly Weasley,Good boy.,Molly Weasley: Good boy.
Harry Potter,Thank you.,Harry Potter: Thank you.
Arthur Weasley,Harry Potter.,Arthur Weasley: Harry Potter.
Harry Potter,Mr. Weasley.,Harry Potter: Mr. Weasley.
Arthur Weasley,Hermione.,Arthur Weasley: Hermione.
Arthur Weasley,Looking forward to a new term?,Arthur Weasley: Looking forward to a new term?
Harry Potter,Yeah. It should be great.,Harry Potter: Yeah. It should be great.
Harry Potter,Only that he's escaped from Azkaban.,Harry Potter: Only that he's escaped from Azkaban.
Harry Potter,Voldemort.,Harry Potter: Voldemort.
Arthur Weasley,Don't say his name.,Arthur Weasley: Don't say his name.
Harry Potter,Sorry.,Harry Potter: Sorry.
Harry Potter,And kill me.,Harry Potter: And kill me.
Harry Potter,Mr. Weasley... why would I go looking for someone who wants to kill me?,Harry Potter: Mr. Weasley... why would I go looking for someone who wants to kill me?
Harry Potter,I didn't mean to blow her up. I just... I lost control.,Harry Potter: I didn't mean to blow her up. I just... I lost control.
Ron Weasley,Brilliant.,Ron Weasley: Brilliant.
Harry Potter,I think I was lucky not to be arrested actually.,Harry Potter: I think I was lucky not to be arrested actually.
Ron Weasley,I still think it was brilliant.,Ron Weasley: I still think it was brilliant.
Hermione Granger,Come on. Everywhere else is full.,Hermione Granger: Come on. Everywhere else is full.
Ron Weasley,Who do you think that is?,Ron Weasley: Who do you think that is?
Hermione Granger,Professor R.J. Lupin.,Hermione Granger: Professor R.J. Lupin.
Ron Weasley,Do you know everything? How is it she knows everything?,Ron Weasley: Do you know everything? How is it she knows everything?
Ron Weasley,Oh.,Ron Weasley: Oh.
Harry Potter,Do you think he's really asleep?,Harry Potter: Do you think he's really asleep?
Hermione Granger,Seems to be. Why?,Hermione Granger: Seems to be. Why?
Harry Potter,I gotta tell you something.,Harry Potter: I gotta tell you something.
Ron Weasley,Let me get this straight. Sirius Black has escaped from Azkaban to come after you?,Ron Weasley: Let me get this straight. Sirius Black has escaped from Azkaban to come after you?
Harry Potter,Yeah.,Harry Potter: Yeah.
Hermione Granger,Why are we stopping? We can't be there yet.,Hermione Granger: Why are we stopping? We can't be there yet.
Ron Weasley,What's going on?,Ron Weasley: What's going on?
Harry Potter,I don't know. Maybe we've broken down.,Harry Potter: I don't know. Maybe we've broken down.
Ron Weasley,There's something moving out there. I think... someone's coming aboard.,Ron Weasley: There's something moving out there. I think... someone's coming aboard.
Ron Weasley,Bloody hell! What's happening?,Ron Weasley: Bloody hell! What's happening?
Harry Potter,Thank you.,Harry Potter: Thank you.
Harry Potter,What was that thing that came?,Harry Potter: What was that thing that came?
Harry Potter,What happened to me?,Harry Potter: What happened to me?
Harry Potter,And did either of you two... you know... pass out?,Harry Potter: And did either of you two... you know... pass out?
Harry Potter,But someone was screaming. A woman.,Harry Potter: But someone was screaming. A woman.
Harry Potter,How did he find out?,Harry Potter: How did he find out?
Hermione Granger,Just forget it.,Hermione Granger: Just forget it.
Harry Potter,Fortuna Major.,Harry Potter: Fortuna Major.
Harry Potter,Thank you.,Harry Potter: Thank you.
Ron Weasley,I will.,Ron Weasley: I will.
Seamus Finnigan,I think we have a winner.,Seamus Finnigan: I think we have a winner.
Hermione Granger,What a load of rubbish.,Hermione Granger: What a load of rubbish.
Ron Weasley,Where did you come from?,Ron Weasley: Where did you come from?
Hermione Granger,Me? I've been here all this time.,Hermione Granger: Me? I've been here all this time.
Neville Longbottom,I think so.,Neville Longbottom: I think so.
Ron Weasley,Sure.,Ron Weasley: Sure.
Sybill Trelawney,Look at the cup. Tell me what you see.,Sybill Trelawney: Look at the cup. Tell me what you see.
Ron Weasley,You don't think that Grim thing's got anything to do with Sirius Black?,Ron Weasley: You don't think that Grim thing's got anything to do with Sirius Black?
Ron Weasley,Ancient Runes? Exactly how many classes are you taking?,Ron Weasley: Ancient Runes? Exactly how many classes are you taking?
Hermione Granger,A fair few.,Hermione Granger: A fair few.
Ron Weasley,Hang on. That's not possible. Ancient Runes is in the same time as Divination. You have to be in two classes at once.,Ron Weasley: Hang on. That's not possible. Ancient Runes is in the same time as Divination. You have to be in two classes at once.
Hermione Granger,Don't be silly Ron. How could anyone be in two classes at once? Broaden your minds. Use your Inner Eye to see the future!.,Hermione Granger: Don't be silly Ron. How could anyone be in two classes at once? Broaden your minds. Use your Inner Eye to see the future!.
Draco Malfoy,Exactly how do we do that?,Draco Malfoy: Exactly how do we do that?
Neville Longbottom,I'm okay. Okay.,Neville Longbottom: I'm okay. Okay.
Hermione Granger,I think they're funny.,Hermione Granger: I think they're funny.
Draco Malfoy,D-Dementor! Dementor!,Draco Malfoy: D-Dementor! Dementor!
Hermione Granger,Just ignore him.,Hermione Granger: Just ignore him.
